108	7	14	13	4	113	38	8	7	6	39	11	44	6	15	21	4	11	95	24	5	3	4	11	101	10	36	55	20	4	10	13	199	59	103	5	7	6	37	14	233	20	4	20	3	4	7	8	6	111	64	32	18	1	29	4	36	2	5	36	10	109	61	19	3	8	20	15	15	26	7	10	67	8	58	6	2	3	10	13	14	25	1	7	19	57	5	3	11	349	23	9	13	247	3	17	3	12	8	15	26	7	11	0	9	9	5	11	11	9	5	589	12	4	134	34	21	282	3	19	81	6	8	3	9	8	20	7	8	11	10	13	2	24	70	5	27	3	2	86	22	14	11	11	10	27	0	13	4	97	4	7	14	0	9	4	2	8	7	16	14	45	476	63	6	1	751	23	30	16	10	4	13	13	7	7	11	3	5	6	8	10	8	4	7	6	22	2	183	11	11	45	196	3	23	19	4	2	6	85	19	6	16	31	4	6	11	111	23	39	8	5	12	8	39	62	10	8	390	31	19	4	5	20	30	3	1	5	7	249	8	131	495	3	13	24	7	66	0	12	6	47	30	3	163	12	2	12	6	252	24	219	25	11	11	10	12	3	49	138	6	6	58	31	26	15	19	3	22	9	26	81	11	1	10	25	45	8	65	7	13	212	14	11	7	50	180	13	58	69	107	12	20	316	19	25	16	9	10	4	49	13	6	10	10	52	70	17	175	41	13	24	13	11	128	10	141	17	3	4	12	22	19	13	14	13	12	94	31	6	28	7	27	301	23	14	375	4	16	49	97	61	6	14	14	313	342	1	15	21	19	6	14	145	18	34	3	144	94	17	2	21	29	16	8	16	3	54	44	5	11	13	15	25	10	7	36	10	2	75	8	7	75	2	37	23	9	14	31	27	3	162	23	12	112
108	7	14	13	4	113	38	8	7	6	39	11	44	6	15	21	4	11	95	24	5	3	4	11	102	10	36	55	20	4	10	13	197	59	102	5	7	7	37	14	232	20	5	20	3	4	7	8	6	111	63	32	18	1	30	4	37	2	5	36	10	110	61	19	3	8	20	15	15	26	7	10	67	8	58	6	2	3	10	13	14	25	2	7	19	57	5	3	11	346	23	8	13	244	3	17	3	12	8	15	26	7	11	0	9	10	5	11	11	9	5	588	12	4	133	34	21	280	3	19	80	6	8	3	9	8	21	7	8	11	10	13	2	25	70	5	27	3	2	85	22	14	11	11	10	27	0	13	4	97	4	7	14	0	9	4	2	8	7	15	14	45	477	62	6	1	751	23	30	16	10	4	13	13	7	7	11	3	5	5	8	10	8	4	7	6	22	2	184	11	11	45	197	3	24	19	4	2	6	85	19	6	16	32	4	6	11	112	23	39	8	5	12	8	39	62	10	8	388	31	19	4	5	20	30	3	1	6	7	250	8	132	496	3	13	23	7	68	0	12	6	47	30	3	163	12	2	12	6	252	24	220	25	11	11	10	12	3	50	138	6	6	59	31	26	15	19	3	22	9	26	81	12	1	10	25	46	8	64	7	13	212	14	11	7	50	181	13	58	70	107	12	19	317	18	25	16	9	9	4	48	13	6	10	10	52	69	17	176	41	13	24	13	11	127	10	142	17	3	4	12	22	19	13	14	13	12	94	31	6	27	7	27	304	23	14	376	4	17	50	100	62	6	14	14	310	343	1	15	21	19	6	14	145	19	34	3	145	94	17	2	22	29	16	9	16	3	54	44	5	11	13	15	24	10	7	37	10	2	76	8	7	75	2	37	25	10	15	30	27	3	161	23	12	112
107	7	14	13	4	115	38	8	7	6	40	11	43	6	15	21	4	11	95	24	5	3	4	11	102	10	36	55	19	4	10	13	195	59	99	5	7	7	36	14	232	19	5	20	3	4	7	8	6	110	64	32	18	1	30	4	37	2	5	36	10	110	61	19	4	8	20	15	15	26	7	10	67	8	59	6	2	3	10	13	14	25	2	7	19	57	5	3	11	347	23	8	13	243	3	17	3	12	8	15	25	7	11	0	8	10	4	11	11	9	5	588	12	4	133	34	21	282	3	19	79	6	8	3	9	8	21	7	8	11	10	13	2	25	70	5	27	3	2	86	22	14	11	11	11	28	0	13	5	96	4	7	14	0	9	4	2	8	7	16	14	46	478	62	6	1	751	23	30	16	10	4	13	13	7	7	11	3	5	5	8	10	8	4	7	6	22	2	187	11	11	44	198	3	24	19	4	2	6	85	19	6	16	33	4	6	11	112	22	41	8	5	12	8	38	63	10	8	387	31	19	4	5	20	30	3	1	6	7	250	8	134	498	3	13	23	7	69	0	12	6	46	30	3	165	12	2	12	6	252	24	222	25	11	11	10	12	3	51	137	6	6	59	32	27	15	19	3	22	9	26	81	12	1	10	25	46	7	66	6	13	212	14	12	7	51	181	13	57	70	106	13	19	317	18	25	16	9	9	4	48	13	6	10	10	53	70	17	178	41	13	24	13	11	126	10	143	17	3	4	13	22	19	13	14	13	12	94	31	6	26	7	27	304	23	14	375	4	16	50	100	62	6	14	14	309	340	1	15	21	20	6	14	146	19	33	3	146	93	18	2	22	29	15	9	16	3	54	44	5	11	13	15	23	10	7	38	10	2	76	8	7	76	2	37	25	10	14	30	28	3	161	23	12	111
107	7	14	13	4	115	38	8	7	6	40	11	42	6	15	20	4	11	95	24	5	3	4	11	104	10	36	55	21	4	10	13	194	58	99	5	7	7	35	14	232	20	5	19	3	4	7	8	6	109	64	32	18	1	30	4	36	2	5	36	10	112	61	19	4	8	20	15	15	26	7	10	66	8	59	6	2	3	10	14	14	25	2	7	19	57	5	3	11	344	23	8	13	241	3	17	3	12	8	15	25	7	11	0	8	10	4	11	11	9	5	587	13	4	132	33	22	283	3	20	79	6	8	3	9	7	21	7	8	10	10	13	2	25	71	5	26	3	2	85	22	14	11	11	11	28	0	13	5	96	4	7	15	0	9	4	2	8	7	16	14	47	480	61	7	1	754	23	31	16	10	4	13	13	7	7	11	3	5	5	8	10	8	4	7	6	21	2	186	11	11	43	197	3	25	19	4	2	6	86	19	6	15	33	4	7	11	112	22	42	8	5	12	8	38	63	10	8	388	31	19	4	5	20	30	3	1	6	7	253	8	134	502	3	14	23	7	68	0	12	6	46	30	3	165	12	2	12	6	253	24	221	25	11	11	10	12	3	50	138	6	6	58	32	27	15	19	3	22	9	26	81	12	1	10	25	45	7	67	6	13	213	14	12	7	51	181	13	58	69	106	13	19	317	18	25	17	9	9	4	48	13	6	10	10	54	70	17	178	41	13	24	13	11	126	10	143	16	3	4	13	21	19	13	14	12	12	94	33	6	26	7	28	303	23	14	373	4	16	50	100	62	6	14	14	305	341	1	15	21	21	6	14	146	19	33	3	146	93	19	2	22	29	15	9	16	4	53	44	5	12	14	16	23	10	7	38	10	2	76	8	7	77	2	37	25	10	14	30	28	3	163	23	12	112
108	7	14	12	4	115	38	8	7	6	40	11	42	7	15	20	4	11	98	24	5	3	4	11	102	10	36	57	21	4	10	13	194	58	100	5	7	7	35	14	233	20	5	19	3	4	7	8	6	109	64	32	18	1	30	4	35	2	5	37	10	114	61	19	4	8	20	15	15	26	7	10	66	8	59	6	2	3	10	14	14	24	2	7	19	57	5	3	11	344	23	8	13	242	3	17	3	12	8	15	26	7	11	0	7	10	4	11	11	9	5	589	13	4	132	33	22	285	3	20	79	6	8	3	9	8	21	6	7	10	10	14	2	25	71	5	27	3	2	85	22	14	11	11	11	28	0	13	5	98	4	7	15	0	9	4	2	8	7	16	14	47	484	61	8	1	755	23	32	16	10	4	13	13	7	7	11	3	5	5	8	10	8	4	7	6	21	2	186	11	11	44	198	3	25	19	4	2	6	87	21	6	15	33	4	7	11	110	22	42	8	5	11	8	39	64	10	9	385	31	19	4	5	20	30	3	1	6	6	253	8	133	500	3	14	23	7	67	0	13	6	45	30	3	166	12	2	12	6	251	24	222	25	11	11	10	12	3	50	139	6	6	58	32	27	15	19	3	22	9	26	81	12	1	10	25	45	7	67	6	13	213	14	12	7	50	181	13	58	71	106	13	19	318	18	25	17	9	9	4	47	13	6	10	10	54	70	16	177	41	12	24	12	10	126	11	143	16	3	4	13	21	19	13	14	12	12	93	33	6	27	7	28	301	23	14	373	4	16	50	99	63	6	14	14	307	345	1	14	20	21	6	14	145	19	33	3	145	93	20	2	21	27	15	9	16	4	53	44	5	12	14	16	23	10	7	38	10	2	76	8	7	78	2	37	25	10	14	31	28	3	163	23	12	112
108	7	14	11	4	115	38	8	7	6	39	11	42	7	15	20	4	11	98	24	5	3	3	11	102	10	36	57	21	4	10	13	193	59	100	5	7	7	35	14	231	21	5	19	3	4	7	8	6	109	64	32	18	1	29	4	35	2	5	37	10	115	61	19	4	8	20	15	15	26	7	10	66	8	61	6	2	3	10	14	14	24	2	7	19	57	5	3	11	342	23	8	12	243	3	17	3	12	7	15	26	7	11	0	7	10	4	11	11	9	5	588	13	4	133	33	23	286	3	21	79	6	8	3	9	8	21	6	7	10	10	14	2	26	71	5	27	3	2	86	22	14	11	11	11	28	0	13	5	99	4	7	15	0	8	5	2	8	7	16	14	47	483	61	8	1	758	23	32	16	10	4	13	13	7	7	11	3	5	5	8	10	8	4	7	6	21	2	185	11	10	43	196	3	25	19	4	2	6	87	21	6	15	33	4	7	11	109	22	43	8	5	11	8	40	64	10	9	385	31	20	4	5	20	30	3	1	6	6	252	8	133	503	3	14	23	7	65	0	13	6	45	29	3	165	12	2	12	6	250	24	223	25	11	11	10	12	3	49	140	6	6	59	33	26	15	18	3	22	9	26	81	12	1	10	25	45	7	68	6	12	213	14	12	7	51	180	13	58	72	106	13	19	321	18	26	17	9	9	4	47	13	6	10	10	54	71	16	180	42	12	24	12	11	124	11	146	16	3	4	13	21	19	13	14	12	12	92	33	7	27	7	28	305	23	14	374	4	16	50	99	64	6	14	13	308	346	1	12	20	21	6	14	145	19	33	3	145	95	20	2	20	27	15	9	17	4	53	44	5	12	14	16	23	10	7	38	10	2	76	8	7	78	2	37	25	10	14	31	29	3	165	23	12	114
108	7	14	11	4	116	39	8	7	6	40	11	43	7	15	20	4	11	98	24	5	3	3	11	102	10	36	58	21	4	10	13	196	59	101	5	7	7	35	14	228	22	5	19	3	4	7	8	6	111	64	33	18	1	30	4	35	2	5	37	10	115	60	19	4	8	20	15	15	27	8	10	67	8	62	6	2	3	10	14	14	24	2	7	20	57	5	3	11	342	23	8	12	243	3	16	3	12	7	16	26	7	11	0	7	10	4	11	11	8	5	589	13	4	133	32	23	286	3	20	80	6	8	3	9	8	21	6	7	10	10	14	2	25	70	5	27	3	2	87	22	14	11	11	11	28	0	13	5	101	4	7	15	0	9	5	2	8	7	16	14	46	485	62	9	1	756	23	32	16	10	4	14	13	7	7	12	3	5	5	8	10	8	4	7	5	20	2	186	11	10	44	195	3	25	19	4	2	6	88	21	6	15	33	4	7	11	108	22	44	8	5	10	8	41	64	10	9	385	33	19	4	5	20	30	3	1	6	6	253	8	130	501	3	14	25	7	64	0	13	6	43	29	3	165	12	2	13	6	251	24	223	25	11	11	10	12	3	49	140	6	5	57	33	26	15	17	3	22	9	26	81	12	1	10	25	45	7	69	6	12	213	13	11	7	50	180	13	58	72	107	13	19	322	18	25	17	9	9	4	47	13	6	10	10	54	72	16	182	42	10	24	14	11	123	11	147	16	3	4	13	21	19	13	14	11	12	92	33	7	26	7	28	304	23	14	376	4	16	50	99	64	6	14	13	307	350	1	12	20	21	6	14	146	19	32	3	144	94	20	2	20	25	15	9	17	4	53	44	5	11	13	15	22	10	7	38	9	2	76	8	7	78	2	37	26	10	14	31	29	3	166	23	11	115
107	7	14	11	4	118	39	8	7	6	40	11	45	7	15	22	4	11	98	24	5	3	3	11	103	10	36	56	21	4	10	13	196	59	101	5	7	8	35	14	228	23	5	19	3	4	7	8	6	112	64	33	18	1	30	4	35	2	5	37	10	115	60	19	4	8	19	15	15	27	8	10	67	8	62	5	2	3	10	14	14	24	2	7	20	57	5	3	11	342	22	8	12	242	3	16	3	11	7	16	26	7	11	0	7	10	4	11	11	8	5	589	14	4	133	32	24	287	4	20	81	6	8	3	9	8	21	6	7	10	10	14	2	26	69	5	28	3	2	87	22	14	11	11	11	28	0	13	5	101	4	7	15	0	9	5	2	8	7	16	14	46	486	62	9	1	753	23	32	16	10	4	14	13	7	7	12	3	5	5	8	10	8	4	7	5	20	2	186	11	10	44	195	3	25	18	4	2	6	87	21	6	15	33	4	7	11	108	23	44	8	5	11	8	41	64	10	9	387	34	19	4	5	19	29	3	1	6	6	254	9	130	500	3	14	25	7	64	0	13	6	43	29	3	164	12	2	13	6	254	24	225	25	11	11	10	12	3	49	140	6	5	58	34	26	15	17	3	22	8	26	81	12	1	10	25	45	7	69	6	13	211	13	11	7	52	179	13	59	73	106	12	19	325	18	26	17	9	9	4	46	13	6	10	10	54	72	16	184	43	10	24	14	11	124	11	147	16	3	4	13	21	19	13	14	11	12	91	32	7	25	7	28	306	23	15	376	5	16	50	99	65	6	15	13	307	353	1	11	20	21	7	14	146	19	32	3	144	94	20	2	20	25	15	9	17	4	53	46	5	11	13	14	22	10	7	38	9	2	76	8	6	79	2	37	26	10	14	31	30	3	166	23	11	115
107	7	14	11	4	119	39	8	7	6	40	11	44	7	15	22	4	10	97	24	5	3	3	11	103	10	36	56	21	4	10	13	198	59	102	5	7	8	35	15	229	24	5	20	3	4	7	8	6	114	67	33	18	1	30	4	35	2	5	37	10	116	61	19	4	8	19	15	15	26	8	10	67	9	61	5	2	3	10	14	15	25	2	7	20	57	5	3	11	342	22	8	12	241	3	16	3	11	7	16	26	7	12	0	7	10	5	11	11	8	5	591	15	4	133	32	23	286	4	19	81	6	8	3	9	8	20	6	7	10	10	14	2	26	69	5	28	3	2	87	23	14	11	11	11	28	0	13	5	100	4	7	15	0	9	5	2	8	7	16	14	46	487	62	9	1	749	22	32	17	10	4	14	13	7	7	12	3	5	6	8	10	8	4	7	6	20	2	186	11	10	43	197	3	25	18	4	2	6	87	21	6	15	33	4	7	11	108	23	44	8	5	11	8	41	64	10	9	387	34	20	4	5	19	29	2	1	6	6	253	9	129	496	3	14	25	7	64	0	12	6	43	29	3	166	12	2	13	6	253	24	225	25	11	10	10	12	3	48	139	6	5	56	35	26	16	17	3	22	8	26	82	12	1	9	25	45	7	69	6	13	211	13	11	7	52	179	13	58	73	106	11	19	327	17	26	17	9	9	4	46	13	7	10	10	53	72	16	185	43	10	24	14	11	124	11	147	16	3	4	13	21	19	13	14	11	12	92	32	7	25	7	30	308	23	15	379	5	16	50	98	66	6	15	13	306	351	1	11	20	21	7	14	146	20	31	3	146	94	20	2	20	25	15	9	17	3	52	44	5	11	13	14	22	10	7	39	9	2	76	8	6	79	2	37	26	10	14	31	29	3	167	23	11	116
107	7	14	11	4	119	40	8	6	6	40	11	44	7	15	22	4	10	97	24	5	4	3	11	103	10	36	55	21	4	10	13	198	58	100	5	7	8	35	15	231	24	5	20	3	4	7	8	6	115	70	33	18	1	30	4	35	2	5	37	11	116	61	19	4	8	19	15	15	26	8	10	69	9	61	5	2	3	10	14	15	25	2	7	20	56	5	3	11	338	22	8	12	243	3	16	3	11	7	16	26	7	12	0	7	10	5	11	11	8	5	590	15	4	132	33	23	289	4	19	81	6	8	3	9	8	20	6	7	10	10	14	2	26	68	5	28	3	2	87	23	14	11	11	11	28	0	13	5	100	4	7	16	0	9	6	2	8	7	16	14	47	487	63	9	1	750	22	33	17	10	4	14	13	7	7	12	3	5	6	8	10	8	4	7	6	20	2	186	11	11	42	199	3	24	19	4	2	6	88	21	6	15	33	4	7	11	108	23	44	8	5	11	8	42	64	10	9	388	35	20	3	5	19	29	2	1	6	6	253	9	130	492	3	14	26	7	64	0	12	6	43	29	3	167	12	2	13	6	252	24	228	25	11	10	10	12	3	48	140	6	5	57	35	26	16	18	4	22	8	26	83	12	1	9	24	46	7	69	6	12	214	13	11	7	52	179	13	58	73	106	11	20	329	17	26	17	9	9	4	46	13	7	10	10	53	72	16	185	44	10	24	13	11	124	12	147	16	3	4	13	21	19	13	14	11	12	93	32	7	24	7	30	311	23	15	383	5	16	50	98	66	6	15	13	308	351	1	11	20	21	7	14	147	20	31	3	146	93	20	2	20	25	15	9	17	3	51	45	5	11	13	14	22	10	7	39	10	2	77	8	6	80	2	37	27	10	14	31	29	3	165	24	11	116
